question,answers,id
what did johnny crawford sing?,"[""Judy Loves Me"", ""Your Nose Is Gonna Grow"", ""Rumors"", ""Rumours"", ""Daydreams"", ""Maybe It's You"", ""Cindy's Gonna Cry"", ""Cindy's Birthday"", ""Patti Ann""]",316
what did abraham lincoln do before he was president?,"[""Statesman"", ""Politician"", ""Lawyer""]",317
what sport does sally pearson compete in?,"[""Track and field athlete""]",318
where is atlanta texas located?,"[""Cass County""]",319
who did elton john marry first?,"[""Renate Blauel""]",320
where is tom cruise from?,"[""Syracuse""]",321
what movies did madonna appear in?,"[""Shadows and Fog"", ""A League of Their Own"", ""Evita"", ""Four Rooms"", ""Arthur and the Invisibles"", ""Dangerous Game"", ""Dick Tracy"", ""A Certain Sacrifice"", ""Who's That Girl?"", ""Body of Evidence""]",322
where does leland chapman live now?,"[""Kailua""]",323
where was the roman colosseum located?,"[""Rome""]",324
what date was abraham lincoln inaugurated?,"[""Abraham Lincoln 1861 presidential inauguration""]",325
what invention did henry ford invent?,"[""Ford Motor Company""]",326
what time zone is new york under?,"[""North American Eastern Time Zone""]",327
when did mayans predict end of the world?,"[""2012""]",328
what is the name of the book hitler wrote while in prison?,"[""Mein Kampf""]",329
who voiced meg in the pilot?,"[""Mila Kunis""]",330
what albert einstein do for math?,"[""Mathematician""]",331
where did bashar al assad study?,"[""University of Damascus""]",332
who plays lois lane in superman returns?,"[""Kate Bosworth""]",333
what did joseph lister do for science?,"[""Listerine""]",334
who is the voice of stewie griffin from family guy?,"[""Seth MacFarlane""]",335
who uses new king james bible?,"[""Christianity""]",336
what films did charlie chaplin direct?,"[""A King in New York""]",337
who does lea michele dating in real life?,"[""Cory Monteith""]",338
when did joe walsh leave the eagles?,"[""1980""]",339
when was the musical annie written?,"[""Annie (1977 original Broadway cast)""]",340
what should you see in london?,"[""Regent's Park"", ""Tower of London"", ""Buckingham Palace"", ""Palace of Westminster"", ""London Eye"", ""Tower Bridge"", ""Hyde Park"", ""Westminster Abbey"", ""St Paul's Cathedral"", ""Trafalgar Square""]",341
who does billy beane work for now?,"[""Oakland Athletics""]",342
what subatomic particles did jj thomson discover?,"[""Electron""]",343
what films have taylor lautner been in?,"[""New Moon"", ""He's a Bully, Charlie Brown"", ""Eclipse"", ""Cheaper by the Dozen 2"", ""Incarceron"", ""The Adventures of Sharkboy and Lavagirl"", ""Dear Eleanor"", ""Abduction"", ""Shadow Fury"", ""Field of Dreams 2: Lockout""]",344
who were anakin skywalker's parents?,"[""Shmi Skywalker""]",345
what country is the name natalie from?,"[""United States of America""]",346
who played the voice of aladdin?,"[""Scott Weinger""]",347
what exactly did dale earnhardt die from?,"[""Traffic collision""]",348
what year did miami heat win the championship?,"[""2012 NBA Finals"", ""2006 NBA Finals""]",349
what kind of government did benito mussolini have?,"[""Dictator""]",350
who was emperor diocletian?,"[""Roman emperor""]",351
who is chelsea kane?,"[""Singer""]",352
who is darwin and what is his theory?,"[""Naturalist""]",353
what did obama study in school?,"[""Political Science""]",354
where did deion sanders play baseball?,"[""Cincinnati Reds"", ""Atlanta Braves"", ""San Francisco Giants"", ""New York Yankees""]",355
who is the new governor of oregon?,"[""John Kitzhaber""]",356
what continent is south africa part of?,"[""Africa""]",357
who was michael jackson's best friend?,"[""Elizabeth Taylor"", ""Al Sharpton"", ""Uri Geller"", ""Brooke Shields"", ""Elton John""]",358
what movies has taylor lautner been in 2011?,"[""New Moon"", ""Eclipse"", ""The Twilight Saga"", ""Abduction"", ""Twilight"", ""The Twilight Saga: Breaking Dawn - Part 2""]",359
where does the australian prime minister reside?,"[""Canberra""]",360
what did kate winslet get an oscar for?,"[""The Reader""]",361
what company did henry ford work for?,"[""Ford Motor Company""]",362
what happened to thomas cromwell's children?,"[""Gregory Cromwell, 1st Baron Cromwell""]",363
where indian ocean is located?,"[""South Asia""]",364
what year was the navy chief established?,"[""William J. Fallon""]",365
what year did the orioles win 100 games?,"[""1970 World Series""]",366
who was mary's mother?,"[""Saint Anne""]",367
where is american express located?,"[""New York City"", ""Wilmington""]",368
what is the china money called?,"[""Renminbi""]",369
what is the government of spain today?,"[""Constitutional monarchy""]",370
where is the howard university located?,"[""United States of America"", ""Washington, D.C.""]",371
where did terrell owens get traded to?,"[""Philadelphia Eagles""]",372
what do catholics call their god?,"[""God"", ""Holy Spirit"", ""The Father"", ""Jesus Christ""]",373
what is the capital of alaska state?,"[""Juneau""]",374
what was the soviet union?,"[""Soviet democracy"", ""Single-party state"", ""Communist state"", ""Socialist state""]",375
what college did jeff corwin go to?,"[""Bridgewater State College""]",376
who speaks farsi?,"[""Canada"", ""Afghanistan"", ""Iran"", ""Oman"", ""Uzbekistan"", ""Bahrain"", ""Iraq"", ""Tajikistan""]",377
who was neptune discovered by?,"[""John Couch Adams"", ""Dr Galle"", ""Urbain Le Verrier"", ""Heinrich Louis d'Arrest"", ""Johann Gottfried Galle""]",378
who were the major trade partners of russia?,"[""Uzbekistan""]",379
what did corey haim really die of?,"[""Pneumonia"", ""Drug overdose""]",380
where did pavlova originate?,"[""New Zealand cuisine""]",381
where did nathaniel hawthorne die?,"[""Plymouth""]",382
where did jack johnson go to high school?,"[""Kahuku High & Intermediate School""]",383
who played maxie jones on general hospital?,"[""Kirsten Storms""]",384
what military school did poe attend?,"[""United States Military Academy""]",385
what are buddhist gods?,"[""Āgama""]",386
who influenced wolfgang amadeus mozart?,"[""Carl Philipp Emanuel Bach"", ""Johann Sebastian Bach"", ""George Frideric Handel"", ""Joseph Haydn"", ""Michael Haydn""]",387
when was the last dallas cowboys super bowl win?,"[""Super Bowl XXX""]",388
what language do they speak in iceland wikipedia?,"[""Icelandic Language""]",389
when was blessed kateri born?,"[""1656""]",390
when did the bali bombings occur?,"[""2002 Bali bombings""]",391
what is the political system in south africa?,"[""Parliamentary republic""]",392
what is the currency in croatia 2012?,"[""Croatian kuna""]",393
where did joe montana go to high school?,"[""Ringgold High School""]",394
what cases does the supreme court have original jurisdiction over?,"[""The Supreme Court""]",395
where is the nation of palestine?,"[""Eurasia"", ""Near East"", ""Middle East"", ""Levant"", ""Eastern Mediterranean""]",396
what are the greek titans?,"[""Titanium""]",397
what countries speak english primarily?,"[""Canada"", ""Australia"", ""Kingdom of Great Britain"", ""United States of America"", ""United Kingdom"", ""Ireland"", ""New Zealand""]",398
what states does the missouri river touch?,"[""South Dakota"", ""Iowa"", ""North Dakota"", ""Kansas"", ""Illinois"", ""Nebraska"", ""Montana"", ""Missouri""]",399
what is in liverpool england?,"[""New Pleasureland Southport"", ""World Museum Liverpool"", ""251 Menlove Avenue"", ""Walker Art Gallery"", ""The Oratory"", ""St George's Hall, Liverpool"", ""Merseyside Maritime Museum"", ""Liverpool Cathedral"", ""Royal Liver Building"", ""Bluecoat Chambers""]",400
what state is harvard college located?,"[""Massachusetts""]",401
where was leonardo da vinci when he died?,"[""Amboise""]",402
what money do japanese use?,"[""Japanese yen""]",403
what is the time zone in oklahoma city?,"[""Central Time Zone""]",404
what killed whitney houston?,"[""Drowning"", ""Coronary artery disease"", ""Cocaine overdose""]",405
what kind of government did the mali empire have?,"[""Republic""]",406
what is the religion of israel people?,"[""Judaism""]",407
what is mount st helens?,"[""Stratovolcano"", ""Volcano""]",408
what airport is closest to sandals grande in st lucia?,"[""George F. L. Charles Airport""]",409
which country is north of the usa?,"[""Canada""]",410
where does drew gordon play?,"[""Utah Jazz""]",411
who was the first russian president?,"[""Dmitry Medvedev""]",412
what language does people in netherlands speak?,"[""Frisian languages"", ""West Flemish"", ""Dutch Language""]",413
what type of language does china speak?,"[""Nepali Language"", ""Standard Tibetan"", ""Chinese language"", ""Zhuang languages"", ""Korean Language"", ""English Language"", ""Esperanto Language"", ""Mongolian language"", ""Portuguese Language"", ""Cantonese""]",414
what countries around the world speak french?,"[""France""]",415
who is esther hicks?,"[""Writer"", ""Author""]",416
what does michael vick do?,"[""American football player""]",417
in which province is johannesburg?,"[""Gauteng""]",418
where was john lennon standing when he was shot?,"[""New York City""]",419
what time do atlantic city bars close?,"[""World War I Memorial""]",420
what state did al gore represent?,"[""Tennessee""]",421
who voiced darth vader in revenge of the sith?,"[""Hayden Christensen""]",422
what type of art is henri matisse famous for?,"[""Sculpture"", ""Printmaking"", ""Collage"", ""Painting"", ""Drawing""]",423
what to do in laughlin nevada?,"[""Riverside Resort Hotel & Casino"", ""Harrah's Laughlin"", ""Edgewater Hotel and Casino""]",424
who plays princess padme in star wars?,"[""Catherine Taber""]",425
where to ski in andorra reviews?,"[""Ordino-Arcalis Ski Area""]",426
who was louis riel?,"[""Politician""]",427
what are the four nations of the uk?,"[""Scotland"", ""England"", ""Wales"", ""Northern Ireland""]",428
who was judy garland married to?,"[""Mark Herron"", ""Sidney Luft"", ""David Rose"", ""Mickey Deans"", ""Vincente Minnelli""]",429
where is abraham lincoln hometown?,"[""Hodgenville""]",430
what disease did helen keller?,"[""Deafness""]",431
what is the name of money in brazil?,"[""Brazilian real""]",432
what year did lakers win championship?,"[""1985 NBA Finals"", ""1948 NBL Finals"", ""1954 NBA Finals"", ""1972 NBA Finals"", ""1949 BAA Finals"", ""1952 NBA Finals"", ""1980 NBA Finals"", ""1950 NBA Finals"", ""1953 NBA Finals"", ""1982 NBA Finals""]",433
what did coolidge believe with regards to the role of government?,"[""Parties do not maintain themselves. They are maintained by effort. The government is not self-existent. It is maintained by the effort of those who believe in it. The people of America believe in American institutions, the American form of government and the American method of transacting business.""]",434
what is the atlanta braves mascot?,"[""Homer""]",435
what type of government did england have during the glorious revolution?,"[""Constitutional monarchy""]",436
who played dumbledore in the first movie?,"[""Richard Harris""]",437
where was greenpeace an international environmental organization founded?,"[""Vancouver""]",438
what does roger that mean?,"[""American Dad!""]",439
what is the center of london called?,"[""Trafalgar Square""]",440
what was the first name of the washington redskins?,"[""Boston Redskins""]",441
what sports do they do in canada?,"[""Canada national baseball team"", ""Canada national rugby union team"", ""Canada women's national volleyball team"", ""Canada men's national soccer team"", ""Canadian national bandy team"", ""Canada national badminton team"", ""Canada men's national volleyball team"", ""Canadian women's cricket team"", ""A1 Team Canada"", ""Northwind""]",442
who was the first leader of the afl?,"[""Bud Adams"", ""Lamar Hunt""]",443
who is the arizona cardinals football coach?,"[""Bruce Arians""]",444
when did tamu admit women?,"[""Myanmar""]",445
where was the battle of waterloo held?,"[""Waterloo""]",446
what was marilyn monroe known for?,"[""Singer"", ""Nude Glamour Model"", ""Film Producer"", ""Actor"", ""Showgirl"", ""Model"", ""Pin-up girl""]",447
what has barack obama done wrong?,"[""\""\""President Obama appears to me to have elevated and implemented the artist-activist concept to the role of empowered servant-leader...\""\""""]",448
which is faster amd dual core or intel dual core?,"[""Inside Intel: Andy Grove and the Rise of the World's Most Powerful Chip Company""]",449
where did lee corso go to college?,"[""Florida State University""]",450
who are the colorado eagles?,"[""Ice Hockey""]",451
what time period did jesus live in?,"[""4 BCE""]",452
where does lala anthony live?,"[""Brooklyn""]",453
what currency do they accept in kenya?,"[""Kenyan shilling""]",454
what river did henry hudson sail up?,"[""Hudson River""]",455
what currency is used in switzerland 2012?,"[""Swiss franc""]",456
what do they speak in iran?,"[""Turkmen Language"", ""Pashto language"", ""Kurdish language"", ""Gilaki Language"", ""Assyrian Neo-Aramaic Language"", ""Azerbaijani language"", ""Armenian Language"", ""Persian Language"", ""Mazanderani Language"", ""Luri language""]",457
who did ayrton senna drive for?,"[""Lotus Cars""]",458
what happened to madonna childhood home?,"[""iPartyRadio.com: The #1 Party Authority""]",459
where is the best place to vacation in the dominican republic?,"[""Santo Domingo""]",460
what made ancient rome fall?,"[""Capture of Rome""]",461
where was brad pitt born?,"[""Shawnee""]",462
what position does vernon davis play?,"[""Tight end""]",463
where is the euro 2012 tournament?,"[""Italy"", ""Portugal"", ""Finland"", ""Luxembourg"", ""France"", ""Slovenia"", ""Austria"", ""Germany"", ""Greece"", ""Spain""]",464
what time is right now in texas?,"[""Texas Revolution""]",465
what to see and do in malta?,"[""Casa Rocca Piccola"", ""Dingli Cliffs"", ""Gozo 360° Multivision Show"", ""The Armoury and the Maritime Museum"", ""National Museum of Fine Arts, Malta"", ""National Museum of Archaeology, Malta"", ""Fort Rinella"", ""Megalithic Temples of Malta"", ""St. Paul's Catacombs"", ""Manoel Theatre""]",466
where did dolly parton grew up?,"[""Sevierville""]",467
what state is rick santorum from?,"[""Pennsylvania""]",468
